epoch,g_loss,d_loss,d_real_prob,d_fake_prob,d_real_logit,d_fake_logit,epoch_seconds,fid
1,1.3662085055701993,0.9582139903324188,0.49937641620635986,0.44996023178100586,0.002277418039739132,-0.2120012491941452,322.4852628707886,340.71459574758785
2,1.353334806075675,0.9580253331647443,0.6099255084991455,0.2627946436405182,0.5382559895515442,-1.1280677318572998,253.83317804336548,340.71459574758785
3,1.5428888827390064,0.8471959755255308,0.6329196095466614,0.11201578378677368,0.8723596334457397,-2.176689624786377,256.0266878604889,340.71459574758785
4,1.6047728358665643,0.8364186040238838,0.6649476289749146,0.13716170191764832,0.9704655408859253,-2.0754165649414062,253.1700530052185,340.71459574758785
5,1.793995500368879,0.7450623436814787,0.7364712953567505,0.10653965920209885,1.7829978466033936,-2.532193183898926,251.32469987869263,340.71459574758785
6,2.044013428860317,0.6701148691549467,0.5062568783760071,0.024689432233572006,0.07987375557422638,-4.038822650909424,246.0090208053589,340.71459574758785
7,2.224433010644306,0.6181401941128549,0.7076370120048523,0.05277736485004425,2.3423941135406494,-3.3312277793884277,241.10335111618042,340.71459574758785
8,2.214182877333867,0.6251681079926519,0.693202018737793,0.047726355493068695,2.1329894065856934,-3.2663378715515137,241.49625897407532,340.71459574758785
9,2.2067191624227975,0.6330893646085882,0.30760014057159424,0.016663260757923126,-1.1339855194091797,-4.995044708251953,240.15087008476257,340.71459574758785
10,2.177752279408405,0.637531764142086,0.752744197845459,0.10908972471952438,2.48295521736145,-2.4477405548095703,320.0865960121155,195.79555582269614
11,2.129224997242062,0.6438103486347749,0.7212896347045898,0.0833212286233902,2.134551763534546,-2.704017162322998,245.38568425178528,195.79555582269614
12,2.163693446713376,0.6296170631585094,0.6752492189407349,0.18333342671394348,2.4052414894104004,-1.8106141090393066,246.1020152568817,195.79555582269614
13,2.188065157184711,0.6380949699637518,0.6661393046379089,0.05532460659742355,1.744809865951538,-3.096266269683838,246.06880927085876,195.79555582269614
14,2.1195501141120934,0.6716641842629868,0.7675591707229614,0.14599092304706573,2.7870256900787354,-2.024329662322998,256.92807483673096,195.79555582269614
15,1.854084543608172,0.8139830053541701,0.582927405834198,0.07324033230543137,0.7816253900527954,-2.7274649143218994,257.5472660064697,195.79555582269614
16,1.82747227559889,0.7277440372230001,0.6300801038742065,0.08641169220209122,1.2906886339187622,-2.5459976196289062,257.51866602897644,195.79555582269614
17,1.8262237713516103,0.7539321969354773,0.5590070486068726,0.0814981460571289,0.715837299823761,-2.675504207611084,258.47542810440063,195.79555582269614
18,1.8434516291397844,0.7513428533008333,0.5874214768409729,0.22169676423072815,0.8061487674713135,-1.396581768989563,261.47694396972656,195.79555582269614
19,1.832947769881673,0.7481369061966163,0.6421689987182617,0.1541178822517395,1.3696839809417725,-1.922075867652893,255.55019092559814,195.79555582269614
20,1.8178855418469864,0.7726594016042059,0.5613816976547241,0.08954795449972153,0.6188430786132812,-2.52457594871521,322.382581949234,165.93308250851805
21,1.810883633318664,0.7617050592954449,0.7621291875839233,0.14836713671684265,2.5293126106262207,-1.908241868019104,242.99766874313354,165.93308250851805
22,1.7740848886484355,0.7903018399470114,0.5881728529930115,0.1299060583114624,0.8049338459968567,-2.0540952682495117,247.9143249988556,165.93308250851805
23,1.8044814739613175,0.7647147519740066,0.5936332941055298,0.10845112800598145,1.0110374689102173,-2.395855665206909,257.53071689605713,165.93308250851805
24,1.7728309942807765,0.7907107206782854,0.6810992956161499,0.14676839113235474,1.6551690101623535,-2.011247158050537,258.5586349964142,165.93308250851805
25,1.7493456076507623,0.8313167436963561,0.6676268577575684,0.14326785504817963,1.604597568511963,-1.971440315246582,251.18930196762085,165.93308250851805
26,1.7844691711354117,0.7732361930298668,0.5352052450180054,0.07491700351238251,0.4757831394672394,-2.7381043434143066,273.13968300819397,165.93308250851805
27,1.7651256824848969,0.8061990322060668,0.5479171276092529,0.07528398931026459,0.4354272186756134,-2.7588887214660645,279.8501172065735,165.93308250851805
28,1.7690832554777234,0.8094846551128895,0.5295026302337646,0.12025712430477142,0.27904844284057617,-2.209866523742676,279.64164304733276,165.93308250851805
29,1.7563356229335587,0.7849142933856545,0.5109870433807373,0.22569772601127625,0.30023515224456787,-1.3416931629180908,275.88408398628235,165.93308250851805
30,1.7912970640755803,0.7871124516677305,0.6209084987640381,0.09177926182746887,1.1632359027862549,-2.5661516189575195,350.7321479320526,148.0981717659398
31,1.7666347868697492,0.8243232782176464,0.7186952829360962,0.1582067608833313,1.8515338897705078,-1.8833787441253662,279.6586549282074,148.0981717659398
32,1.7676311705153802,0.7819092123494672,0.7032607793807983,0.10696710646152496,1.8198864459991455,-2.444434404373169,253.20307898521423,148.0981717659398
33,1.7890667572875933,0.7964414462188765,0.6714702844619751,0.14351487159729004,1.421201467514038,-2.078223943710327,246.59104895591736,148.0981717659398
34,1.7916734812921182,0.7959701033685938,0.6629099249839783,0.15438471734523773,1.2883834838867188,-1.9651501178741455,253.8838701248169,148.0981717659398
35,1.7978405501801153,0.78050414044733,0.6395164728164673,0.09384021908044815,1.1589019298553467,-2.5594544410705566,256.418799161911,148.0981717659398
36,1.730176149045973,0.8567144562743303,0.5352157354354858,0.08302753418684006,0.48520439863204956,-2.622927188873291,256.13038992881775,148.0981717659398
37,1.7501438161541272,0.8314152055393065,0.738545298576355,0.1426158845424652,1.8375325202941895,-1.9660890102386475,268.5406391620636,148.0981717659398
38,1.7499843349346536,0.7888944287520613,0.6431193351745605,0.13421615958213806,1.0758130550384521,-2.032008647918701,281.5771780014038,148.0981717659398
39,1.7869060491550866,0.7969847271552665,0.673151969909668,0.16607332229614258,1.338163137435913,-1.8537662029266357,279.78867197036743,148.0981717659398
40,1.7760795500926199,0.8035973386268396,0.705255389213562,0.16866907477378845,1.7004027366638184,-1.7586572170257568,360.4094178676605,129.91044227572854
41,1.8132919068970432,0.7833561416995318,0.6485202312469482,0.07609754800796509,1.0100150108337402,-2.774832010269165,273.58359694480896,129.91044227572854
42,1.798854894582936,0.8266398225905578,0.56775963306427,0.16915416717529297,0.46854087710380554,-1.6973762512207031,252.32310390472412,129.91044227572854
43,1.8123190499454565,0.780491948403375,0.6951568722724915,0.10075370967388153,1.368247151374817,-2.4586806297302246,251.31350302696228,129.91044227572854
44,1.8271983042617754,0.783375939537335,0.6426153779029846,0.1029505655169487,1.277874231338501,-2.409313201904297,251.17772507667542,129.91044227572854
45,1.8060081071247256,0.8062048143045062,0.7759512066841125,0.1529359221458435,2.266916275024414,-2.029019832611084,250.50546216964722,129.91044227572854
46,1.839247095929405,0.787335686394245,0.6886412501335144,0.1557762324810028,1.5237568616867065,-1.9555176496505737,255.78405809402466,129.91044227572854
47,1.8536727346436825,0.7815758053967029,0.8401748538017273,0.17560625076293945,2.8122334480285645,-1.7809040546417236,262.15076422691345,129.91044227572854
48,1.7776736610542143,0.8549894304633829,0.6816470623016357,0.10592569410800934,1.5712010860443115,-2.4391727447509766,262.2483100891113,129.91044227572854
49,1.8453856636334016,0.7771296616234531,0.7220033407211304,0.1039929911494255,1.9405689239501953,-2.4192304611206055,255.50637483596802,129.91044227572854
50,1.849029628665461,0.7884852328741482,0.49160516262054443,0.08416622877120972,0.1739995777606964,-2.7515506744384766,322.8378007411957,134.81854147474814
51,1.8747384705984524,0.7828683288455699,0.6306201219558716,0.1447393000125885,1.0392825603485107,-2.012000799179077,252.34729599952698,134.81854147474814
52,1.8143145521510544,0.8591280575432529,0.6236250400543213,0.14663594961166382,0.8414556384086609,-1.972143292427063,255.80433702468872,134.81854147474814
53,1.8269587766917454,0.7760035740846843,0.6256080865859985,0.21297934651374817,0.9150981307029724,-1.5434026718139648,256.3160629272461,134.81854147474814
54,1.8582671243331337,0.7832847043268942,0.6014614105224609,0.10171220451593399,0.8379191160202026,-2.418247699737549,256.4099609851837,134.81854147474814
55,1.8664008328335822,0.7862562920316796,0.7122699022293091,0.11557723581790924,2.0111756324768066,-2.323605537414551,256.2556130886078,134.81854147474814
56,1.8755110588376922,0.7816288759942689,0.7086332440376282,0.12263784557580948,1.932517409324646,-2.26918363571167,260.6632750034332,134.81854147474814
57,1.87808307016516,0.7771501330281958,0.6989045739173889,0.12575912475585938,1.8289375305175781,-2.3172061443328857,262.8940932750702,134.81854147474814
58,1.8835168206622834,0.7946892631536274,0.6267952919006348,0.051138363778591156,1.1874281167984009,-3.329094409942627,263.0759959220886,134.81854147474814
59,1.8985345952428145,0.7879148515662706,0.7599658966064453,0.0932527408003807,2.4183120727539062,-2.5654563903808594,257.41184306144714,134.81854147474814
60,1.907188585038819,0.7704608152367476,0.7356926798820496,0.12146413326263428,2.2603938579559326,-2.2209081649780273,325.22260189056396,113.44935440370557
61,1.915878798782481,0.7678005339782362,0.6915755867958069,0.1525730937719345,1.4932117462158203,-2.0712380409240723,252.5206708908081,113.44935440370557
62,1.929310148299774,0.7650794553618899,0.6854482889175415,0.1672286093235016,1.7094544172286987,-1.9045937061309814,256.11935567855835,113.44935440370557
63,1.9048390394862678,0.7842784517073218,0.6158024072647095,0.09998347610235214,1.0805301666259766,-2.4479966163635254,255.92040181159973,113.44935440370557
64,1.9166937073531178,0.7838196870908571,0.6565239429473877,0.10897999256849289,1.4886478185653687,-2.3107519149780273,256.03646206855774,113.44935440370557
65,1.9307082883195381,0.7614992699871174,0.6598716974258423,0.0891299843788147,1.73678457736969,-2.664680004119873,256.4490649700165,113.44935440370557
66,1.9391295975343341,0.7770312050174426,0.6110534071922302,0.11943821609020233,0.9870225191116333,-2.2540931701660156,256.4576621055603,113.44935440370557
67,1.9028564517553141,0.7976580706979498,0.47639763355255127,0.04918786883354187,0.14556273818016052,-3.3675427436828613,259.66625690460205,113.44935440370557
68,1.9132010906417936,0.7676021901858335,0.655441403388977,0.10958395153284073,1.212477207183838,-2.3842034339904785,263.09470105171204,113.44935440370557
69,1.9321160036015372,0.7641291612145529,0.6140406131744385,0.10366849601268768,1.20946204662323,-2.478158473968506,263.0588037967682,113.44935440370557
70,1.924791767876703,0.8058113217009285,0.6930197477340698,0.1292751580476761,1.5280237197875977,-2.105196952819824,325.1515169143677,117.67116545545719
71,1.920050516293917,0.7595755258736583,0.6630046367645264,0.10105476528406143,1.666501760482788,-2.508340358734131,252.5890109539032,117.67116545545719
72,1.9460662568924745,0.7590288131223248,0.611565887928009,0.08865638077259064,1.398876428604126,-2.726006507873535,255.75827193260193,117.67116545545719
73,1.9492199403013108,0.7625066956343678,0.6852176189422607,0.12920500338077545,1.3624520301818848,-2.0927910804748535,256.6285948753357,117.67116545545719
74,1.9469899499347445,0.7690010132817174,0.6366845369338989,0.07832443714141846,1.022139549255371,-2.7008397579193115,255.9760298728943,117.67116545545719
75,1.9574770618725374,0.7633885785334372,0.6389180421829224,0.1398625671863556,1.008380651473999,-2.188701868057251,256.2813320159912,117.67116545545719
76,1.960616736157092,0.7712658884897398,0.6486560106277466,0.095378577709198,1.1796870231628418,-2.507789134979248,256.47526502609253,117.67116545545719
77,1.9556925599974704,0.7592302160111466,0.601932942867279,0.06203804910182953,1.0968525409698486,-3.0261406898498535,256.18402791023254,117.67116545545719
78,1.9714875617468288,0.7551934173685967,0.6845412254333496,0.09688791632652283,1.7125914096832275,-2.5680313110351562,258.56622791290283,117.67116545545719
79,1.9837270582342423,0.7538673706137377,0.6181292533874512,0.07611650228500366,0.9041576385498047,-2.7929906845092773,262.884085893631,117.67116545545719
80,1.8483286220563517,0.8705788777053701,0.6703118085861206,0.1143493503332138,1.2612518072128296,-2.3076963424682617,333.23444390296936,111.25097295002729
81,1.9364707542464912,0.769704346022854,0.6418775320053101,0.13907068967819214,1.2595558166503906,-2.143648862838745,256.19505882263184,111.25097295002729
82,1.9587852330566142,0.7470798981672078,0.6607104539871216,0.08491196483373642,1.517907977104187,-2.7183539867401123,256.2378580570221,111.25097295002729
83,1.9099422992961455,0.8592569045248748,0.7353483438491821,0.12633462250232697,1.7188389301300049,-2.1361498832702637,256.5167119503021,111.25097295002729
84,1.9162695848183824,0.7553806827936559,0.44246286153793335,0.04719213396310806,0.07795344293117523,-3.547874927520752,256.3624529838562,111.25097295002729
85,1.971862357475854,0.7497313063268717,0.7283204197883606,0.10441257059574127,1.7762598991394043,-2.4501004219055176,256.8956832885742,111.25097295002729
86,1.9801570633932346,0.7533990113032346,0.6310763359069824,0.1321711391210556,1.1990858316421509,-2.2139487266540527,256.8630528450012,111.25097295002729
87,1.9821661796183945,0.7503792680412359,0.6478777527809143,0.09551671147346497,1.2694015502929688,-2.653865337371826,256.9150381088257,111.25097295002729
88,1.9177876770613456,0.8487196396541045,0.6421303749084473,0.10782575607299805,1.1455919742584229,-2.3251657485961914,255.84910821914673,111.25097295002729
89,1.93914205090848,0.7522407076951396,0.6617618799209595,0.09064564108848572,1.5442471504211426,-2.698495864868164,256.25335121154785,111.25097295002729
90,1.9575008612492182,0.777615475964684,0.5957379341125488,0.06959191709756851,0.9309366345405579,-2.9412426948547363,322.3333888053894,101.64387392454984
91,1.987181455344823,0.7484101738543869,0.6586744785308838,0.13299289345741272,1.1741652488708496,-2.1555392742156982,256.37566113471985,101.64387392454984
92,1.9964367482014473,0.7482165455818176,0.6659612059593201,0.0789647176861763,1.3506062030792236,-2.787944793701172,255.77368307113647,101.64387392454984
93,1.9962013050310874,0.7503636407714359,0.6649223566055298,0.05426837503910065,1.4165210723876953,-3.2519896030426025,256.5687470436096,101.64387392454984
94,2.0083702269317096,0.7465093220589478,0.5320590734481812,0.08051447570323944,0.7234257459640503,-2.8402743339538574,256.42036294937134,101.64387392454984
95,2.0224894730341916,0.7444344080941525,0.6510566473007202,0.07802543044090271,1.3539996147155762,-2.839845895767212,256.0525758266449,101.64387392454984
96,2.0175970372437053,0.7460939722943168,0.6917085647583008,0.10536378622055054,1.8823943138122559,-2.403348445892334,256.2023570537567,101.64387392454984
97,2.0212390436602465,0.7492060039773841,0.7153462767601013,0.11192569136619568,2.2085328102111816,-2.338955879211426,256.341454744339,101.64387392454984
98,1.856891339314293,0.9662074716794008,0.6045703887939453,0.09339140355587006,0.9628767967224121,-2.5128679275512695,256.2324450016022,101.64387392454984
99,1.9233948234877833,0.7527219871565096,0.6519923210144043,0.12244266271591187,1.2901639938354492,-2.2845230102539062,256.3650448322296,101.64387392454984
100,1.985039098827825,0.7427499820042208,0.7038866281509399,0.11248178780078888,1.8155285120010376,-2.430814504623413,319.14434695243835,103.53355741903903
